skillId,name_en,name_ja,description_ja
1172,Battle of Red Cliffs,赤壁の戦い,自分を恐怖状態にすることがある
1173,Three principles and five virtues,三綱五常,初めて敵全員の合計HPが65%未満になった後、100%の確率で発動 : 味方全員をバリア状態にすることがある
1174,Dialogue Concerning the Two Chief World Systems,天文対話,自分がActiveSkillを使用した後、35%の確率で発動 : 最後尾の敵のHPに、自分のINTの100%分ダメージ
1174,Dialogue Concerning the Two Chief World Systems,天文対話,最後尾の味方のINTを、対象のINT低下分の80%分アップ
1174,Dialogue Concerning the Two Chief World Systems,天文対話,味方全員のHPに、自分のPHYの20%分ダメージ
1175,Namu Hachiman Dai-Bosatsu,南無八幡大菩薩,自分がActiveSkillを使用した後、45%の確率で発動 : 自分のPHYを、自分のPHY低下分の70%分アップ
1175,Namu Hachiman Dai-Bosatsu,南無八幡大菩薩,先頭の味方のHPを、自分のPHYの50%分回復
1175,Namu Hachiman Dai-Bosatsu,南無八幡大菩薩,最後尾の敵を気絶状態にすることがある
1176,One-eyed great man,隻眼の豪傑,自分のHPが50%未満になったときに100%発動。最後尾の敵のHPに自分のINTの35%ダメージを4回繰り返す
1176,One-eyed great man,隻眼の豪傑,自分のHPが50%未満になったときに100%発動。最後尾の敵のHPに自分のINTの35%ダメージを4回繰り返す
1176,One-eyed great man,隻眼の豪傑,自分のHPが50%未満になったときに100%発動。最後尾の敵のHPに自分のINTの35%ダメージを4回繰り返す
1176,One-eyed great man,隻眼の豪傑,自分のHPが50%未満になったときに100%発動。最後尾の敵のHPに自分のINTの35%ダメージを4回繰り返す
1177,Tōshō Daigongen,東照大権現,初めて味方全員の合計HPが50%未満になった後、100%の確率で発動。味方全員のHPを、PHY回復係数の100%分回復
1178,Kite and Leyden jar lightning experiment,凧とライデン瓶の雷実験,初めて自分が死亡した後、100%の確率で発動。一番PHYの高い味方のPHYを、自分のPHYの100%分アップ、一番INTの高い味方のINTを、自分のINTの100%分アップ
1178,Kite and Leyden jar lightning experiment,凧とライデン瓶の雷実験,初めて自分が死亡した後、100%の確率で発動。一番PHYの高い味方のPHYを、自分のPHYの100%分アップ、一番INTの高い味方のINTを、自分のINTの100%分アップ
1179,Battle of Poitiers,ポワティエの戦い,自分がActiveSkillを使用した後、35%の確率で発動 : 最後尾の敵のHPに、自分のPHYの20%分ダメージ
1179,Battle of Poitiers,ポワティエの戦い,最後尾の敵のHPに、自分のPHYの60%分ダメージ
1179,Battle of Poitiers,ポワティエの戦い,味方全員のAGIを、自分のHP減少分の30%-35%分アップ
1180,Seishin-Koutei,聖神皇帝,アクティブ40%発動/味方全員の出血を100%解除/先頭の味方のINTを、自分のINTの40%分アップ/一番AGIの高い味方に100%の確率でバリア
1180,Seishin-Koutei,聖神皇帝,アクティブ40%発動/味方全員の出血を100%解除/先頭の味方のINTを、自分のINTの40%分アップ/一番AGIの高い味方に100%の確率でバリア
1180,Seishin-Koutei,聖神皇帝,アクティブ40%発動/味方全員の出血を100%解除/先頭の味方のINTを、自分のINTの40%分アップ/一番AGIの高い味方に100%の確率でバリア
1181,Five essentials to war,戦術五事,初めて味方全員の合計HPが50%未満になった後、100%の確率で発動 : 味方全員のAGIを、自分のAGI増加分の130%分アップ
1181,Five essentials to war,戦術五事,味方全員のAGIを、自分のAGI低下分の130%分アップ
1181,Five essentials to war,戦術五事,味方全員のAGIを、自分のAGIの5%-10%分アップ
1182,Invincible Samurai Sword,無敵の剣,自分がActiveSkillを使用した後、50%の確率で発動 : 先頭の敵を衰弱状態にすることがある
1182,Invincible Samurai Sword,無敵の剣,中衛の敵を衰弱状態にすることがある
1182,Invincible Samurai Sword,無敵の剣,先頭の敵のHPに、自分のPHYの20%-30%分ダメージ
1182,Invincible Samurai Sword,無敵の剣,敵味方のうち1体のHPに、自分のPHYの30%-50%分ダメージ
1183,Sao Gabriel,サン・ガブリエル,自分がActive Skillを使用した後、75%の確率で発動/自分を100%デコイ状態にする/自分のAGIを自分のAGIの5%アップ
1183,Sao Gabriel,サン・ガブリエル,自分がActive Skillを使用した後、75%の確率で発動/自分を100%デコイ状態にする/自分のAGIを自分のAGIの5%アップ
1184,Ninjutsu-Dokugiri,忍術・毒霧,初めて自分のHPが80%未満になった後、100%の確率で発動 : 自分のINTを、自分のPHYの90%分アップ
1184,Ninjutsu-Dokugiri,忍術・毒霧,味方全員を毒状態にすることがある
1184,Ninjutsu-Dokugiri,忍術・毒霧,敵全員を毒状態にすることがある
1184,Ninjutsu-Dokugiri,忍術・毒霧,最後尾の敵のPHYを、自分のINTの5%分ダウン、対象が毒時15%分ダウン
1185,Maha avatara,マハー・アヴァターラ,初めて自分のHPが50%未満になった後、100%の確率で発動 : 敵全員のPHYを、自分のAGIの25%分ダウン
1185,Maha avatara,マハー・アヴァターラ,敵全員のINTを、自分のAGIの25%分ダウン
1185,Maha avatara,マハー・アヴァターラ,敵全員のAGIを、自分のAGIの25%分ダウン
1186,Seven Years' War,七年戦争,自分がActiveSkillを使用した後、77%の確率で発動 : 一番HPの低い敵を睡眠状態にすることがある
1186,Seven Years' War,七年戦争,味方全員のAGIを、自分のINTの7%分ダウン
1186,Seven Years' War,七年戦争,敵全員のAGIを、自分のINTの7%分ダウン
1187,Arete,アレテー,Battle開始時、100%の確率で発動 : 味方全員のINTを、対象のINT増加分の60%分ダウン
1187,Arete,アレテー,敵全員のINTを、対象のINT増加分の60%分ダウン
1187,Arete,アレテー,味方全員のINTを、対象のINTの30%分アップ
1187,Arete,アレテー,敵全員のINTを、対象のINTの30%分アップ
1188,Pirates under the Queen,女王直属海賊,Battle開始時、100%の確率で発動 : 味方全員のAGIを、対象のPHYの40%分アップ
1188,Pirates under the Queen,女王直属海賊,Battle開始時、100%の確率で発動 : 味方全員のAGIを、対象のINTの40%分アップ
1188,Pirates under the Queen,女王直属海賊,敵全員のAGIを、対象のPHYの40%分アップ
1188,Pirates under the Queen,女王直属海賊,敵全員のAGIを、対象のINTの40%分アップ
1189,King  of the Hunnic Empire,フン族の大王,自分がActiveSkillでダメージを受けた後、75%の確率で発動 : 自分のPHYを、自分が受けたダメージの40%分アップ
1189,King  of the Hunnic Empire,フン族の大王,中衛の味方のHPを、自分のPHYの20%分回復
1191,The Arrow of Liberation,解放の一矢,自分がActiveSkillでダメージを受けた後、18%の確率で発動 : 自分のINTを、受けたダメージの60%分アップ
1191,The Arrow of Liberation,解放の一矢,自分のAGIを、自分のINT増加分の10%分ダウン
1191,The Arrow of Liberation,解放の一矢,先頭の敵のHPに、自分のINTの100%分ダメージ
1192,Treatise on the Two Entrances and Four Practices,二入四行論,初めて敵全員の合計HPが65%未満になった後、100%の確率で発動 : 敵全員のAGIを、対象の最大HPの15%-25%分ダウン
1192,Treatise on the Two Entrances and Four Practices,二入四行論,敵全員のAGIを、対象のPHYの10%-15%分アップ
1192,Treatise on the Two Entrances and Four Practices,二入四行論,敵全員のAGIを、対象のINTの10%-15%分アップ
1194,Nun Shogun,尼将軍,最後尾の敵のPHY/INTの高い方を、自分のPHYの5-10%分ダウン
1194,Nun Shogun,尼将軍,自分のPHYを、敵全体のPHY/INT/AGI低下分合計の10%-30%分アップ
1195,Tenjin,天満大自在天神,初めて自分が死亡した後、100%の確率で発動 : 一番INTの低い敵を毒状態にすることがある
1195,Tenjin,天満大自在天神,敵全員を呪い状態にすることがある
1195,Tenjin,天満大自在天神,一番HPの低い敵のHPに、自分のINTの110%分ダメージ
1198,Aether,アイテール,初めて自分のHPが55%未満になった後、100%の確率で発動 : 一番HPの低い敵のHPに、自分のINTの45%分ダメージ
1198,Aether,アイテール,一番HPの低い敵のHPに、自分のHP減少分の25%-35%分ダメージ
1199,Quietness of Ten vigintillion,日月切落、天地粉韲,初めて自分のパラメータ合計が元の値の65%未満になった後、100%の確率で発動 : 味方全員のPHYを、対象のPHY低下分の100-150%分アップ
1199,Quietness of Ten vigintillion,日月切落、天地粉韲,味方全員のINTを、対象のINT低下分の100%-150%分アップ
1199,Quietness of Ten vigintillion,日月切落、天地粉韲,味方全員のAGIを、対象のAGI低下分の100%-150%分アップ
1200,Quaint Cantus,クイントカントゥス,中衛の味方がActiveSkillを使用した後、100%の確率で発動 : 自分にデコイを付与することがある
1200,Quaint Cantus,クイントカントゥス,自分をバリア状態にすることがある
1200,Quaint Cantus,クイントカントゥス,自分のAGIを、自分のAGIの15%分ダウン
1201,Niten Ichi-ryū,二天一流,自分がActiveSkillを使用した後、30%の確率で発動 : 自分のチャージを2001アップ
1202,Bal du moulin de la Galette,ムーラン・ド・ラ・ギャレットの舞踏会,自分がActiveSkillを使用した後、30%の確率で発動 : 敵全員のPHY/INTの高い方を、対象の最大HPの10%分ダウン
1202,Bal du moulin de la Galette,ムーラン・ド・ラ・ギャレットの舞踏会,味方全員のPHY/INTの低い方を、対象の最大HPの10%分ダウン
1202,Bal du moulin de la Galette,ムーラン・ド・ラ・ギャレットの舞踏会,一番INTの低い敵のHPに、自分のINTの20%分ダメージ
1206,Queen of the Iceni,イケニ族の女王,初めて自分のHPが70%未満になった後、100%の確率で発動 : 敵全員のPHY/INT/AGIの高い方を、自分のPHY/INT/AGI増加分合計の100%分ダウン
1206,Queen of the Iceni,イケニ族の女王,味方全員のPHY/INT/AGIの高い方を、自分のPHY/INT/AGI増加分合計の100%分ダウン
1207,Kenda-Magic & Electric Stick,ケンダマジック & シビレステッキ,自分がActiveSkillを使用した後、40%の確率で発動 : 最後尾の敵のHPに、自分のINTの25%分ダメージ
1207,Kenda-Magic & Electric Stick,ケンダマジック & シビレステッキ,先頭の敵を気絶状態にすることがある
1208,Super destruction beam,超破壊光線,初めて自分のHPが35%未満になった後、100%の確率で発動 : 敵全員のHPに、自分のINTの60%-70%分ダメージ
1208,Super destruction beam,超破壊光線,自分のPHYを、自分のPHYの50%分ダウン
1208,Super destruction beam,超破壊光線,自分のINTを、自分のINTの50%分ダウン
1208,Super destruction beam,超破壊光線,自分のAGIを、自分のAGIの50%分ダウン
1209,Gyakuten-oh is here !!,逆転王、見参!!,初めて自分のHPが30%未満になった後、100%の確率で発動 : 自分の全異常を100%の確率で解除する
1209,Gyakuten-oh is here !!,逆転王、見参!!,自分のPHYを、自分のPHY低下分の100%分アップ
1209,Gyakuten-oh is here !!,逆転王、見参!!,自分のPHYを、自分のPHYの50%-70%分アップ
1209,Gyakuten-oh is here !!,逆転王、見参!!,自分のCHARGEを、固定値の1982%-1983%分アップ
1209,Gyakuten-oh is here !!,逆転王、見参!!,自分に100%の確率でバリアを付与する
2001,Rest,休む,自分に20％の回復効果を与える
2002,Hit,殴る,先頭の敵にPHYの40％分ダメージ
2003,Heroe's Charge,英雄の一撃,先頭の敵にPHYの70〜80％分ダメージを与え、自分のPHYを10％アップ
2003,Heroe's Charge,英雄の一撃,先頭の敵にPHYの70〜80％分ダメージを与え、自分のPHYを10％アップ
